song,artist,genres
Sexy Lounge Hotel Room,Sex Music Zone,['erotica']
Soundscapes for Spa and Meditation Collectives,Zen Gaya,['zen']
Api,pyaniX,['malay rap']
Eva Kant Dance,Philippe Saisse,['smooth jazz']
Opening,Oy,['afrofuturism']
Five Little Babies Playing Toys,Videogyan Nursery Rhymes,['bachchon ke geet']
Que Tristeza Hay En Ti,Freddy Fender,"['classic country pop', 'new mexico music', 'swamp pop']"
Unquiet,Agony Reigns,['minnesota metal']
Cases (feat. Clumsy Beatz),Mr. Capone-E,"['chicano rap', 'g funk', 'west coast rap']"
Venus in Furs,Anders Manga,['dark wave']
"Messiah, HWV. 56, Pt. 3: I know that my Redeemer liveth (soprano air: Larghetto)",George Frideric Handel,"['baroque', 'classical', 'early music', 'english baroque', 'german baroque']"
SKKRT,Deandre Bennett,['toronto rap']
Moulin Rouge,Lalo Schifrin,"['classic soundtrack', 'latin classical', 'latin soundtrack']"
Rumour Mill (feat. Anne-Marie & Will Heard) - Scales Remix,Rudimental,"['pop dance', 'uk dance', 'uk funky']"
Psalm 135 - Remastered,Jason Silver,['indie singer-songwriter']
"Mer hahn en neue Oberkeet, BWV 212 ""Peasant Cantata"": No. 5, Der Herr ist gut: Allein der Schosser",Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']"
Corrido A Un Gran Amigo,Banda Rayo De Tlayolapa Gro.,['musica guerrerense']
Napalm Rain,il Westo,['lo-fi rap']
Know I'm Not,Jester,['athens indie']
Brahms Baby Lullaby,Steven Current,"['sleep', 'tone']"
Bragging Rights (feat. DJ Paul),Azizi Gibson,"['canadian hip hop', 'underground hip hop']"
Great Is Thy Faithfulness (feat. Leah Clark Leach & JeNard Carpenter) - Radio Edit,Charles Butler & Trinity,['contemporary gospel']
Lizard Pit,Nosphere,"['dubstep', 'gaming dubstep', 'riddim dubstep', 'tearout']"
Till It's Gone,Erin Enderlin,"['arkansas country', 'roots americana']"
Low Expectations,Chris Wright,['lo-fi rap']
Your Reckoning,Along Came A Spider,['cleveland metal']
Emotional Disorder - Live Version,NoGoD,"['j-metal', 'visual kei']"
Frenemies,Seven Trill,['deep underground hip hop']
What It Do,Lucas Coly,['pop r&b']
Vices,Devmaccc,['mississippi hip hop']
C.T.E,Trizz,"['deep underground hip hop', 'soul flow']"
Pa Kaka la,Celas,['trap antillais']
what if,GrandBuda,['canadian hip hop']
Delicately Falling,Startle the Heavens,['american post-rock']
Creep,The Cat and Owl,['lullaby']
its up,Ohdatsrida,['philly rap']
Star,Dillard,['downtempo bass']
Umi and the Serpent,Arkana,['melodic dubstep']
Lost Boys / Occidental Death,Mobley,['austindie']
Venom,Subtonic,['lao hip hop']
Time Away,Max Minelli,['baton rouge rap']
I Do Love You,Firefly,['post-disco soul']
We Here (feat. Baang & Beleaf),Street Hymns,"['christian hip hop', 'christian trap']"
"Courage, Bravery, Confidence & Boldness: (Binaural Beats & Isochronic Tones Venus - 221.23 Hz & Mars - 144.72 Hz)",The Sacred Cosmos,['tone']
Traditional Cranial Nerve Examination Role Play Pt.6,The ASMR Ryan,['asmr']
Bottom 6,Bub Styles,"['boom bap', 'underground boom bap']"
Aint No Big Thing - Radio Edit,Jonny Benavidez,['souldies']
Night Rain pt. 2,Worldwide Nature Studios,"['color noise', 'ocean', 'rain']"
San Junipero,morgan willis,['synthwave']
Eu e Você,Danilo Grilo,['pop rock brasileiro']
Shoot Front The Reverend (feat. Sada Baby),ShooterGang Kony,"['cali rap', 'detroit trap']"
Law of Attraction,Kyle Bent,['boston hip hop']
No Master Plan,Maddy O'Neal,"['electra', 'glitch hop']"
You're Not Alone,Arkansas Gospel Mass Choir,['praise']
"Call Your Name (From ""Attack on Titan"")",Studio Yuraki,['otacore']
"Sonate concertate in stil moderno, Vol. 2: Sonata decima terza a 4",Dario Castello,"['baroque', 'italian baroque']"
Under The Stars,Australian Nature Sounds,"['environmental', 'sleep']"
Selling Lies,Notches,"['new england emo', 'new hampshire indie']"
5 AM,The Sufis,['psychedelic pop']
You Dont Know M3,M!NGO,['wave']
Danny Phantom,Onlybino!,['pluggnb']
"Punta, Tabaco y Ron",El Chevo,['pop catracho']
Good Afternoon 2.0 - Remix,Mak Sauce,"['atl trap', 'viral rap']"
Aventuras De Un Marijuano,Cuadra M,['corridos tumbados']
Hey Baby,Clarke and the Himselfs,['la indie']
Elektra Suite (Arr. M. Honeck & T. Ille) [Live],Richard Strauss,"['classical', 'german romanticism', 'post-romantic era']"
Time (feat. Young Thug),RJMrLA,['cali rap']
Coinstar Song,Juiceboxxx,"['bmore', 'milwaukee hip hop']"
Medley,Kenny J,"['calypso', 'soca']"
Fuego en Sodoma - Remastered,Ramito,"['bomba y plena', 'cuatro puertorriqueno', 'musica jibara', 'puerto rican folk']"
Raj tuż za rogiem,Katedra,"['polish prog', 'polish psychedelia']"
Nights Rest,Smart Baby Lullabies,['lullaby']
Holy Water,The Cavves,['kansas indie']
The Lotus Rises,jtbs,['lo-fi vgm']
Ghost - Solis & Sean Truby Remix,JES,"['trance', 'vocal trance']"
"Funk Medley 2016 (feat. Yoni Z, Beri Weber, Shloime Daskal, Micha Gamerman & Zemiros Group)",Yoni Eliav,"['chasidic pop', 'jewish pop']"
Black and White - Live,Todd Rundgren,"['art rock', 'country rock', 'folk rock', 'mellow gold', 'philly soul', 'power pop', 'singer-songwriter', 'soft rock', 'zolo']"
Open Your Soul,Ho Si Qiang,['chinese instrumental']
All the Money,TLE Cinco,"['alabama rap', 'memphis hip hop']"
Motorcycle Road Racing Passing with Heavy Engine,Digiffects Sound Effects Library,['sound effects']
Simple Gifts (Arr. M.C. Shapiro) [Live],Hill Country Middle School Full Honor Orchestra,['school ensemble']
Harrigan,Barrel Fingers Barry,['honky-tonk piano']
paparazzi 2k13,Wintercastle,['sigilkore']
Fast Life,Lor Choc,['baltimore hip hop']
Sunrise Feeling,Meditation Music Zone,['sleep']
Rise Israel (Qam Yasharahla),Hebrew Fresh,['israelite hip hop']
Loud,Jacob Powell,['country pop']
I'll Be,The Easies,['jawaiian']
Where is Tomorrow? - 2016 restoration,Sun Ra & His Arkestra,"['experimental big band', 'free jazz']"
Gusto a Tierra Caliente,Súper Banda Exclusiva de Tierra Caliente,['tierra caliente']
Roman no Machi,Frank Nagai,"['enka', 'ryukoka']"
The Sun Made For A Soft Landing,HAAi,['australian experimental']
Money (feat. Boy Blue & Jay Bone),Gijoe_omg,['west coast trap']
Zoom,Lil Haiti,['viral trap']
Recoil,Kingdom Under Fire,['portland metal']
México de Moda,Banda Fuerza Alacranera,['duranguense']
Djaravi,Zoom Soon Bao,['dominican indie']
Alright,Hink,['westcoast flow']
Inner Silence,Lullabies for Deep Meditation,['sleep']
Undo (Live at Sofar Sounds),Transviolet,"['alt z', 'indie poptimism', 'metropopolis']"
Let Freedom Bang XV - Remix Instrumental,K-Drama,"['christian hip hop', 'christian trap', 'gospel rap']"
Right Where I Began,Jason Boland & The Stragglers,"['classic texas country', 'outlaw country', 'red dirt', 'texas country']"
Alpha Positive Thinking,Musica Relajante,"['musica de fondo', 'sleep']"
Five Steps,Jordan Allen & the Bellwethers,['kentucky roots']
"Quartet, Op. 4: I. Allegro - For Clarinet and String Trio",Cesare Pugni,"['ballet class', 'italian romanticism']"
History of Hearts Breaking,Tanaya Winder,['native american hip hop']
"Courage, Bravery, Confidence & Boldness: (Binaural Beats & Isochronic Tones Venus - 221.23 Hz & Mars - 144.72 Hz)",The Sacred Cosmos,['tone']
Eyes Wide Shut,Alex Mali,['alternative r&b']
Afraid of Walking,Hayde Bluegrass Orchestra,['norwegian americana']
Good News,daphne tunes,['austindie']
It Never Snows in Middle Georgia,Demun Jones,"['country rap', 'redneck']"
Poiesis,Realm Of Chaos,['mexican techno']
Drunk Texting,DEV,['dance pop']
The Rain Approaches,Water Ambience,['water']
Toss a Coin to Your Witcher,Sharm,['epicore']
Pounds of Pressure - Instrumental,Mr. Lif,"['abstract hip hop', 'alternative hip hop', 'boston hip hop', 'conscious hip hop', 'east coast hip hop']"
Who Do You Love (Kap Slap Remix),Alyson Stoner,"['post-teen pop', 'viral pop']"
Mestieri,Alessandro Cerino,['classical jazz fusion']
Escuela - Krober Kroff Remix,Novato,['spanish reggae']
September in the Rain - Live,The New Orleans Swamp Donkeys Traditional Jass Band,['modern swing']
The Day There Ain't No Girls,Nate Kenyon,"['country pop', 'redneck']"
Moonlit Forest,Weather Garden,['rain']
Arrested Development - Main Theme,Geek Music,['theme']
Skies at Night,Smart Baby Lullabies,['lullaby']
Baby Teeth,Whores,"['atlanta metal', 'noise rock', 'post-doom metal', 'post-metal', 'sludge metal', 'stoner metal', 'stoner rock']"
Showtunes,Nesby Phips,"['new orleans rap', 'soul flow']"
Retaliation (feat. Mozzy & E Mozzy),Lil Blood,"['cali rap', 'oakland hip hop']"
No Soy Tu Marido,El Chaval de la Bachata,"['bachata', 'bachata dominicana']"
Daydream Electric Storm - Audiotree Live Version,Morning Teleportation,['kentucky indie']
The Baby Yoda Song,Poop Emoji,['kids hip hop']
Rockstar Life,SFG King,['south carolina hip hop']
Everywhere I Go,Young Drummer Boy,['chicano rap']
Sing Creations Music On (Live),Illinois All-State Chorus,['american choir']
Ingay ng Baby Sleep,Sound Bath,"['binaural', 'healing hz']"
Small World - Acoustic,Good Old War,"['folk-pop', 'stomp and holler']"
Quiet House,Victories at Sea,['birmingham indie']
Soothing Sounds,Calming Sounds,['sleep']
Yall Still Ain't Washin' Yall Hands,Theory Hazit,['ohio hip hop']
Drinkin' Problems,Kin Faux,['texas country']
X,Melanie Espinosa,"['cover acustico', 'latin viral pop']"
Done Being Humble,Big Homie DreCash,['milwaukee hip hop']
Revival,Black Nile,['jazztronica']
Wake up Get Paid,Yb Puerto Rico,['houston rap']
Where The Love,Lil Motor,['north carolina hip hop']
"Sonata No.1 in E-Flat Major, BWV 525: II. Adagio",Eugenia Zukerman,['classical flute']
Just Friends,Joseph Tilley,['indie electropop']
"Symphonic Etudes, Op. 13, Supplement: Variation V (Adaptation) [Warm-Up, Plies]",Rudy Apffel,['ballet class']
Breeze,Bei Ru,['armenian folk']
A Buddhist Prayer for Forgiveness - Live,Will Blunderfield,['kundalini']
Uh,Thomas Abban,['minneapolis indie']
Abraham,The Jonah Project,['north carolina indie']
Dark Star (Live),Holly Bowling,['jam band']
Crossing Sky,Yoga,['sleep']
"Google Me, Chuck",Stand and Wave,['5th wave emo']
La Rafaila,Los Fantasmas del Valle,['tejano']
The ComeDown,Negative Thought Process,"['blackened crust', 'british death metal', 'british grindcore']"
Fluir - En Vivo,PIQUETE,['puerto rican indie']
Take Me Fishin',Holly Tucker,['deep talent show']
God Only Knows,The Binghamton Crosbys,['university choir']
Out of Town,OnCue,['indie pop rap']
Alley Oop,Jaiswan,"['detroit trap', 'scam rap']"
El Gavilancillo (Zapateado),La Intriga de Tierra Caliente,['tierra caliente']
Rainy Weather,Nature & Sounds Backgrounds,['sound']
The House That Built Me,Rockabye Baby!,['lullaby']
(UOY DNIHEB FLESYM) EDIH,Ron Gallo,"['garage rock', 'modern blues rock']"
20/20,Mca Mike,['scam rap']
FWM!,Iman Europe,['high vibe']
South Side Still Holdin' (Chopped & Screwed),E.S.G.,"['chopped and screwed', 'crunk', 'dirty south rap', 'dirty texas rap', 'houston rap']"
Texas Plains,Doug Figgs,['southern americana']
Fine with You,Benny,['cali rap']
U Still Here,KESHORE,['aesthetic rap']
I'll Show You,Haley Klinkhammer,['channel pop']
Donde Estas Corazon,Banda Zeta,"['banda', 'grupera', 'musica nayarita', 'tecnobanda']"
Relaxing English Rain,Chill Machine,['white noise']
Underwater Healing 528hz,Water Sound Natural White Noise,"['sleep', 'white noise']"
Anabolizante,Puttorso,['euskal metal']
Awakening,Sam Lamar,"['canadian electronic', 'gaming dubstep']"
Milk Box,ACOT,['meme rap']
Balancing & Cleansing the Chakras,Jason Stephenson,"['432hz', 'guided meditation']"
Todo Lo Que Hago - Remix,Granizo Rojo,"['chamame', 'cumbia villera']"
"Nothin' Crazy About You, But Me",Robynn Shayne,['texas country']
Retaliation (feat. Mozzy & E Mozzy),Lil Blood,"['cali rap', 'oakland hip hop']"
Birth of Baby Scrap,SFE BabyScrap,['memphis hip hop']
Solo Veracruz Es Bello (Mariachi Jalisco en la Piel),Sergio Caratachea Alvarez,['mariachi']
Heroine (Live),Raye Zaragoza,['native american contemporary']
Quicksand - Instrumental,DJB,['lo-fi product']
Black Panther Vs Batman Rap Battle,The Infinite Source,['anime rap']
"La Fila de Tommy's - Live Session, Los Angeles, CA, 2019",Jam in the Van,['west coast reggae']
We Get It,Cloudsz,['future bass']
Don't Play with Me,Hurricane Chris,['dirty south rap']
Dark Fights,Toosii,['north carolina hip hop']
Nocturne (Remastered),SubtractiveLAD,['ambient idm']
By Tooth in Tongue,Withered,"['atlanta metal', 'usbm']"
Swan Dive,Sister Hazel,"['neo mellow', 'pop rock', 'post-grunge']"
Choices,Tracy T,"['atl hip hop', 'atl trap']"
It's Never Too Late,Joey Newcomb,['jewish pop']
Catch the Wind - Northeast Kingdom Remix,High Highs,['shimmer pop']
I'm Dead Cypher,BassedOlaf,['anime rap']
J'ai Vu Lucille,T'Monde,['cajun']
Black & Gold Power,Master P,"['dirty south rap', 'gangster rap', 'new orleans rap', 'southern hip hop']"
不一定是你,王理文,['chinese viral pop']
Una Settimana Fa,The Klaudia Call,['puglia indie']
El Tanke,Chocolate Mc,"['cubaton', 'reparto']"
Welcome to the Virgin Islands,Cruz Rock,['virgin islands reggae']
Intro,Heavy of Nsanity,['bay area hip hop']
Grande Precio,Los Atalayas,['corridos cristianos']
Presto,Osian Ellis,"['classical harp', 'harp']"
"Back to the Bars (feat. Nino Man, Vado, Mysonne, Fred The Godson, Locksmith, Jon Connor, Joell Ortiz & Joseph Sikora)",DJ Kay Slay,['battle rap']
Cut Your Teeth,BL'AST!,['california hardcore']
Fly,Singularis,['chillhop']
End of My Bloodline (Remix) [feat. Sammus & Moor Mother],Screaming Females,"['bubblegrunge', 'indie punk', 'new jersey hardcore', 'new jersey indie', 'riot grrrl']"
Wisdom,DJ Madd Od,['moombahton']
4ever,A-Wall,['bedroom pop']
I'll Be,The Easies,['jawaiian']
Back To You,Megan & Liz,['viral pop']
Pretty Girl (Remix) [feat. Killumantii & Latto],Baby Tate,['trap queen']
Crackling Candle for Sleep,Fire Sounds For Sleep,['sound']
Teenage Mutant Ninja Turtles Cypher,Nicky Trakks,['anime rap']
Lies,Half Deezy,['military rap']
Someone Else (Acoustic),SayWeCanFly,['pixie']
Something Just Like This - Acapella,Social Repose,['pixie']
The Bells of Templeton,Alexander James Adams,"['geek folk', 'neo-pagan']"
Hit A Lick,Lud Foe,"['chicago rap', 'detroit trap']"
Pop Out,Drup,['christian trap']
Dead Like Me,VRSTY,['american metalcore']
Money On My Mind,idontknowjeffery,"['dark trap', 'memphis hip hop', 'underground hip hop']"
I Can't Believe,Flying Wedge,['detroit rock']
Opening Your Eyes,Deepspace,"['ambient', 'deep ambient', 'space ambient']"
The Legendary Profile,The Modern Jazz Quartet,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz quartet']"
Christmas To Christmas (Loving You),Jay Pérez,['tejano']
Soothing Hum in the Plane,Binaural Beats,"['binaural', 'brain waves', 'sleep']"
I Will Follow You into the Dark,Terri Matheson,['classify']
Con Limón,Baby Bash,"['chicano rap', 'latin hip hop', 'pop rap', 'southern hip hop', 'texas latin rap', 'urban contemporary']"
Issues (Jersey Club),Kyle Edwards,['jersey club']
99 Problems,Opina,['chicano rap']
IDL,Big Scarr,['memphis hip hop']
De Corazón Austero,Los Arrieros del Llano,['deep norteno']
Body Language,The Patti Fiasco,"['wyoming indie', 'wyoming roots']"
"Keyboard Sonata in G Major, K. 259",Dubravka Tomšič,['balkan classical piano']
Asura's Wrath,Notions,['nu-metalcore']
Ma Don't Trip,Neno Calvin,['new orleans rap']
Meander,Roxane Genot,['cello']
Carol of the Bells,Smalltown Poets,['deep christian rock']
Game Over,The Legendary Traxster,['chicago rap']
I Put a Spell on You,Elizabeth Moen,['iowa indie']
"Sonata for Solo Violin in D Major, Op. 115: I. Moderato",Sergei Prokofiev,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
It Can Happen,Mitchy Slick,"['san diego rap', 'west coast rap']"
Tummy Rumblin,Small Crush,['oakland indie']
Ich träume mich zu dir - Version 2019,Christian König,['kindermusik']
396 Hz Dissolve Negativity,The Solfeggio Experience,"['healing hz', 'solfeggio product']"
Deixa Xtar,DBC,['canadian metal']
Woke Up,777villain,['rage rap']
Now You Want Yo Nigga Back (feat. Aaron King),J-Diggs,"['cali rap', 'hyphy']"
XIV,Daima,"['electronic djent', 'instrumental progressive metal']"
El Diablo,Mango Lane,['detroit indie']
Smiling Lotus,Chalk Dinosaur,"['jamtronica', 'pittsburgh indie', 'pittsburgh indie rock']"
El Hombre Que Más Te Amo - En Vivo,Arkangel Musical de Tierra Caliente,['tierra caliente']
Rondo in D,Bobby Horton,['early american folk']
Ride Wit Me (feat. Chief Keef),Robb Bank$,"['cloud rap', 'dark trap', 'miami hip hop', 'underground hip hop']"
Outré,Krankbrother,['deep techno']
Make Me Yours,Phantom Sage,['gaming edm']
Heart Won't Forget - AIRWAV Remix,Matoma,"['pop dance', 'tropical house']"
Misty Darkness,机上の空想理論,['touhou']
Were You There,Chris Rice,"['christian alternative rock', 'christian music']"
Algo Me Paso (En Vivo),Juventud Y Sus Teclados,['chilena']
50,RJMrLA,['cali rap']
Homenaje Hacia Mi Padre,El Lirikario,['narco rap']
On the Run (Live),Joe Lynn Turner,"['glam metal', 'hard rock']"
Love Like We Used To - Acoustic,Troy Cartwright,"['country pop', 'modern country pop']"
Que se pare el tiempo,Darmo,['spanish hip hop']
Jawbreaker - Emmavie Remix,Myke Bogan,['portland hip hop']
"Academic Festival Overture, Op. 80 (Live)",Johannes Brahms,"['classical', 'german romanticism', 'late romantic era']"
Figueroa Mountain,Hilary and Kate,['christian indie']
Ambiance for Resting Dogs,Calming Dog Jazz,['pet calming']
Bio-illogical Father,David Dondero,"['asbury park indie', 'duluth indie']"
Well Done My Child,The Nelons,"['family gospel', 'southern gospel']"
San Clemente Glass House,Matt Easton,['indie pop rap']
Clap Your Hands!!! (Ya Filthy Bastards!),Turn N Fire,['chicago pop punk']
Winter Flow,Microwave Rollie,['texas latin rap']
Gutter Rain For Peace To Help You Sleep,Nature Sounds Artists,"['environmental', 'sleep']"
Nursing You Back To Health Pt.1,Madi ASMR,['asmr']
缘分一道桥,花僮,['chinese viral pop']
Kuntree Thicc (feat. Midas Wright),The Stixxx,"['country rap', 'redneck']"
See the Future,Calliope Musicals,['austindie']
My Kids & Drugs I Love,Neno Calvin,['new orleans rap']
I Don't Need No Guns,Zitro,['horrorcore']
Call Me Out,Shook Twins,['idaho indie']
By Myself,FIDLAR,"['indie garage rock', 'noise pop']"
In a Roomful of Blood with a Sleeping Tiger,Bob Schneider,['alternative americana']
Wrist,Mize,['downtempo bass']
Not so Lonesome,Grassfed,['deathgrass']
The Bruise on We,Mineral Girls,"['charlotte nc indie', 'lo-fi emo']"
Poolboy - Uplifting Piano Hip Hop Beat Mix,LOOPGOONZ BEATS,['beats']
Elune-Adore,Sharm,['epicore']
I’ma Go Crazy,Neisha Neshae,['trap queen']
J'ai Trouvé,Renée Reed,['indie folk']
Shes on Mercury,Tobin Sprout,"['dayton indie', 'gbvfi']"
Blackjack,The Very Nice Interesting Singer Man,['comedy rock']
PAINT THE WALLS WITH MY BRAINS! (IHATEMYSELF PT. 2),PRXJEK,"['dark trap', 'scream rap']"
Passing Showers,Nature Recordings,"['environmental', 'sleep']"
"Estampes, L. 100: I. Pagodes",Guillaume Bellom,['french classical piano']
I Set Trends,2 Crucial,['viral trap']
What You Need?,Ponsuda.,['phonk']
Romantic Night,Tantric Music Masters,"['erotic product', 'erotica']"
"You Will Be Ok (From ""Helluva Boss"")",Dolphin Smiling,['otacore']
"Accumula Town (From ""Pokémon Black & White"")",FamilyJules,['otacore']
Blood Of The Fallen,Zed,['psychedelic doom']
The Truth,Beauregard & the Down Right,['atlanta indie']
"George Szell in Interview, Spring 1967 - George Szell about his new recording of Brahms's Haydn Variations and Tragic/Academic Overtures (MS 6965)",George Szell,"['classical performance', 'historic orchestral performance', 'orchestral performance']"
Awake Your Spirit: Crickets & Windy Air,Just Relax Music Universe,['subliminal product']
White Christmas,Jimmy Dean,"['classic country pop', 'nashville sound']"
Brightside,TALKING IN MY SLEEP,['buffalo ny indie']
Um Nzonzing,Konono N°1,"['afropop', 'musique traditionnelle congolaise', 'world']"
Que Puedo Hacer,Inicio,['tex-mex']
Moon Theory,Ravenscoon,['downtempo bass']
Palos Verdes,Vannorte,['focus beats']
"Cuphead Vs Batim, Pt. 1",Rockit Music,"['otacore', 'pixel']"
WHERE YO MOMMA @,UNOFROMPLUTO,['dark trap']
She Moved Through the Fair,Ulli Boegershausen,"['chill guitar', 'fingerstyle']"
Alma Rendida,Nightlife,['new tejano']
Golden Bones,Museum Mouth,['indie punk']
"14 Romances, Op. 34 (Excerpts): No. 10, I Remember That Day",Sergei Rachmaninoff,"['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical']"
10 Years,Speedbuggy USA,['cowpunk']
Pizzica pizzica de sdegnu,Ballati Tutti Quanti,['tarantella']
Embers and Snow (Remastered),SubtractiveLAD,['ambient idm']
Not Everybody Calls It Christmas - Acoustic,Matt Hartke,['pop folk']
"Dream Center, Building Your Dream Pt.5",Karuna Satori ASMR,['asmr']
Whoa,Lotto Savage,['atl trap']
Pink Crystals,Ramsez,['deep dubstep']
A Dull Boy,Papercuts,['modern dream pop']
Spring Vibes,Netherfriends,['shimmer pop']
American Spirit,Armchair Boogie,['jamgrass']
Kheev Lam Txia Tau,Thai Sounders,['hmong pop']
Life Getting Hard,Bankroll Raedoe,"['cali rap', 'westcoast flow']"
Tefilat Hashla & Mi Bon,Freilach Band,['jewish pop']
No More Room In Hell - Gervano D​.​C. Remix,The Darrow Chem Syndicate,"['breakbeat', 'psybreaks']"
Wait On It,Mark Battles,"['canadian hip hop', 'indiana hip hop']"
Reiki,Spa,['sleep']
Magnum,Kashhhkarii,['south carolina hip hop']
Detroit,Blood Cultures,['new jersey indie']
Bomb,Anoyd,"['deep underground hip hop', 'soul flow']"
